지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일사(MJ/m2)
108,서울,2022-03-10 20:00,10,,1,48,
108,서울,2022-03-10 21:00,8.9,,1.2,52,
108,서울,2022-03-10 22:00,8.2,,1.3,57,
108,서울,2022-03-10 23:00,7.6,,1.8,59,
108,서울,2022-03-11 00:00,7.2,,.5,60,
108,서울,2022-03-11 01:00,6.6,,1,58,
108,서울,2022-03-11 02:00,6.1,,1.7,59,
108,서울,2022-03-11 03:00,5.8,,1.9,60,
108,서울,2022-03-11 04:00,5.5,,1.8,62,
108,서울,2022-03-11 05:00,5.9,,1.3,61,
108,서울,2022-03-11 06:00,5.4,,2.2,62,
108,서울,2022-03-11 07:00,5.1,,1.8,64,0
108,서울,2022-03-11 08:00,6,,1.3,61,.08
108,서울,2022-03-11 09:00,7.4,,1.4,58,.23
108,서울,2022-03-11 10:00,8.9,,1.8,58,.32
108,서울,2022-03-11 11:00,11.6,,1.8,53,1.22
108,서울,2022-03-11 12:00,14.4,,1.5,53,2.25
108,서울,2022-03-11 13:00,16.8,,2,49,2.71
108,서울,2022-03-11 14:00,16.9,,2.2,53,2.33
108,서울,2022-03-11 15:00,18,,2.8,49,2.33
108,서울,2022-03-11 16:00,18.2,,2.9,45,1.77
108,서울,2022-03-11 17:00,17.3,,2,49,.91
108,서울,2022-03-11 18:00,15.8,,2.8,52,.31
108,서울,2022-03-11 19:00,14.3,,1.9,61,.03
108,서울,2022-03-11 20:00,13.1,,1.5,64,
108,서울,2022-03-11 21:00,12.6,,2.5,64,
108,서울,2022-03-11 22:00,11.7,,.8,64,
108,서울,2022-03-11 23:00,10.9,,1.6,67,
108,서울,2022-03-12 00:00,10.1,,1.2,69,
108,서울,2022-03-12 01:00,9.2,,.9,72,
108,서울,2022-03-12 02:00,8.6,,1.3,74,
108,서울,2022-03-12 03:00,7.8,,1.5,74,
108,서울,2022-03-12 04:00,7.3,,1.7,76,
108,서울,2022-03-12 05:00,6.7,,1.8,75,
108,서울,2022-03-12 06:00,6.7,,1.9,78,
108,서울,2022-03-12 07:00,6.6,,3.1,77,0
108,서울,2022-03-12 08:00,7.7,,2.4,72,.2
108,서울,2022-03-12 09:00,9.7,,2.7,64,.42
108,서울,2022-03-12 10:00,11.3,,3.1,60,.69
108,서울,2022-03-12 11:00,13.5,,2.6,55,1.43
108,서울,2022-03-12 12:00,16.1,,2.7,52,2.08
108,서울,2022-03-12 13:00,18,,1.6,51,2.35
108,서울,2022-03-12 14:00,19.3,,4.2,54,2.11
108,서울,2022-03-12 15:00,19.4,,3.2,52,1.82
108,서울,2022-03-12 16:00,18.8,,3.9,57,.98
108,서울,2022-03-12 17:00,17.5,,3.2,67,.57
108,서울,2022-03-12 18:00,16.6,,2.6,72,.15
108,서울,2022-03-12 19:00,15.6,,3,83,.02
108,서울,2022-03-12 20:00,14.3,,3.8,90,
108,서울,2022-03-12 21:00,13.7,.2,4,92,
108,서울,2022-03-12 22:00,14,,4.3,90,
108,서울,2022-03-12 23:00,14.2,,3.6,79,
108,서울,2022-03-13 00:00,12.7,2.4,3.2,93,
108,서울,2022-03-13 01:00,10.8,,3.5,96,
108,서울,2022-03-13 02:00,11,,2.7,98,
108,서울,2022-03-13 03:00,11.2,32.2,3.2,100,
108,서울,2022-03-13 04:00,12,,3.8,100,
108,서울,2022-03-13 05:00,12,,2.7,98,
108,서울,2022-03-13 06:00,12.1,8.8,2,99,
108,서울,2022-03-13 07:00,12.1,,2.8,99,0
108,서울,2022-03-13 08:00,11.8,,2.2,98,.02
108,서울,2022-03-13 09:00,11.6,.8,2.7,98,.06
108,서울,2022-03-13 10:00,11.3,,1.3,97,.13
108,서울,2022-03-13 11:00,11.4,,1.8,98,.2
108,서울,2022-03-13 12:00,11.4,.2,1.9,97,.16
108,서울,2022-03-13 13:00,11.6,,1.3,96,.28
108,서울,2022-03-13 14:00,11.8,,1.4,96,.3
108,서울,2022-03-13 15:00,11.9,.1,2.3,95,.35
108,서울,2022-03-13 16:00,12,,.6,94,.27
108,서울,2022-03-13 17:00,12.2,,2.1,93,.18
108,서울,2022-03-13 18:00,12.3,,.8,92,.13
108,서울,2022-03-13 19:00,12.3,,1.4,92,.02
108,서울,2022-03-13 20:00,12,,.5,92,
108,서울,2022-03-13 21:00,11.9,,1.3,92,
108,서울,2022-03-13 22:00,11.5,,.1,92,
108,서울,2022-03-13 23:00,11,,.7,92,
108,서울,2022-03-14 00:00,10.8,,.7,91,
108,서울,2022-03-14 01:00,10.6,,3.4,91,
108,서울,2022-03-14 02:00,9.8,,2.9,90,
108,서울,2022-03-14 03:00,9.3,,2.8,92,
108,서울,2022-03-14 04:00,9.3,,1.8,91,
108,서울,2022-03-14 05:00,8.7,,3.8,90,
108,서울,2022-03-14 06:00,8.3,,3.7,90,
108,서울,2022-03-14 07:00,8.7,,3.5,87,0
108,서울,2022-03-14 08:00,9,,3.2,86,.1
108,서울,2022-03-14 09:00,9.6,,2.2,85,.22
108,서울,2022-03-14 10:00,10.2,,2.9,85,.25
108,서울,2022-03-14 11:00,11.4,,2.2,83,.62
108,서울,2022-03-14 12:00,12.9,,2.4,85,.58
108,서울,2022-03-14 13:00,10.1,,4.8,93,.08
108,서울,2022-03-14 14:00,8.4,,3.9,95,.06
108,서울,2022-03-14 15:00,7.6,7.9,3.5,97,.07
108,서울,2022-03-14 16:00,7.5,,4,98,.08
108,서울,2022-03-14 17:00,7.2,,2.8,97,.06
108,서울,2022-03-14 18:00,6.9,.8,4.3,98,.05
108,서울,2022-03-14 19:00,7,,3,95,.01
108,서울,2022-03-14 20:00,6.8,,3.3,92,
108,서울,2022-03-14 21:00,6.1,,2.9,89,
108,서울,2022-03-14 22:00,5.9,,3.2,88,
108,서울,2022-03-14 23:00,5.5,,2.4,87,
108,서울,2022-03-15 00:00,4.9,,3.3,86,
108,서울,2022-03-15 01:00,4.6,,3.8,86,
108,서울,2022-03-15 02:00,4.2,,2.3,84,
108,서울,2022-03-15 03:00,3.4,,.5,85,
108,서울,2022-03-15 04:00,3.1,,1.6,88,
108,서울,2022-03-15 05:00,2.9,,2.7,91,
108,서울,2022-03-15 06:00,2.6,,.7,91,
108,서울,2022-03-15 07:00,2.4,,1.1,92,0
108,서울,2022-03-15 08:00,2.5,,1,93,.15
108,서울,2022-03-15 09:00,4.3,,1.4,90,.61
108,서울,2022-03-15 10:00,6.1,,2.1,78,1.58
108,서울,2022-03-15 11:00,7.2,,1,74,1.51
108,서울,2022-03-15 12:00,9.7,,2.1,65,2.59
108,서울,2022-03-15 13:00,10.4,,2.4,60,2.64
108,서울,2022-03-15 14:00,11.6,,2,55,2.76
108,서울,2022-03-15 15:00,12.1,,1.9,52,2.44
108,서울,2022-03-15 16:00,13.1,,2,48,1.85
108,서울,2022-03-15 17:00,12.6,,2.6,48,.86
108,서울,2022-03-15 18:00,12.1,,2.2,51,.5
108,서울,2022-03-15 19:00,10.9,,2.3,58,.06
108,서울,2022-03-15 20:00,9.5,,2.1,65,
108,서울,2022-03-15 21:00,8.1,,3.4,71,
108,서울,2022-03-15 22:00,6.9,,2.3,73,
108,서울,2022-03-15 23:00,6.1,,.9,74,
108,서울,2022-03-16 00:00,5.4,,.4,76,
108,서울,2022-03-16 01:00,5.1,,.4,76,
108,서울,2022-03-16 02:00,4.8,,.1,76,
108,서울,2022-03-16 03:00,4.7,,1.6,79,
108,서울,2022-03-16 04:00,4.4,,1.3,82,
108,서울,2022-03-16 05:00,4.2,,1.9,81,
108,서울,2022-03-16 06:00,4,,1.4,75,
108,서울,2022-03-16 07:00,3.7,,.8,79,0
108,서울,2022-03-16 08:00,4.3,,1.2,81,.28
108,서울,2022-03-16 09:00,6.2,,1.4,77,.75
108,서울,2022-03-16 10:00,8.2,,1.4,65,1.25
108,서울,2022-03-16 11:00,11.1,,1.2,62,1.94
108,서울,2022-03-16 12:00,13.5,,2,51,2.55
108,서울,2022-03-16 13:00,14.1,,3.2,43,2.76
108,서울,2022-03-16 14:00,15.5,,3,45,2.68
108,서울,2022-03-16 15:00,16.5,,3.3,40,2.41
108,서울,2022-03-16 16:00,16.3,,3.2,39,1.83
108,서울,2022-03-16 17:00,15.6,,3.1,44,.83
108,서울,2022-03-16 18:00,14.6,,2.2,49,.36
108,서울,2022-03-16 19:00,13.7,,3.5,54,.03
108,서울,2022-03-16 20:00,13,,3.3,59,
108,서울,2022-03-16 21:00,12.4,,3.3,64,
108,서울,2022-03-16 22:00,12,,3.1,67,
108,서울,2022-03-16 23:00,11.4,,3.6,67,
108,서울,2022-03-17 00:00,10.7,,2.7,66,
108,서울,2022-03-17 01:00,10,,2.5,70,
108,서울,2022-03-17 02:00,9.4,,2.7,71,
108,서울,2022-03-17 03:00,8.9,,1.2,71,
108,서울,2022-03-17 04:00,8.6,,2.5,68,
108,서울,2022-03-17 05:00,8.4,,.2,67,
108,서울,2022-03-17 06:00,8.2,,2,68,
108,서울,2022-03-17 07:00,7.9,,1.8,69,0
108,서울,2022-03-17 08:00,8.1,,1.2,69,.12
108,서울,2022-03-17 09:00,8.8,,2.2,67,.28
108,서울,2022-03-17 10:00,9.9,,2.9,64,.63
108,서울,2022-03-17 11:00,11.5,,3.8,59,1.26
108,서울,2022-03-17 12:00,13.7,,3,53,2.17
108,서울,2022-03-17 13:00,14.7,,2,48,2.01
108,서울,2022-03-17 14:00,14.8,,2.9,47,1.13
108,서울,2022-03-17 15:00,14.7,,1.2,47,.75
108,서울,2022-03-17 16:00,14.7,,1.9,47,.54
108,서울,2022-03-17 17:00,14.4,,2.9,49,.45
108,서울,2022-03-17 18:00,14,,2,53,.14
108,서울,2022-03-17 19:00,13.1,,2.7,67,.01
108,서울,2022-03-17 20:00,10.5,,4.1,70,
108,서울,2022-03-17 21:00,9.5,1.2,4.3,68,
108,서울,2022-03-17 22:00,8.8,,4.8,68,
108,서울,2022-03-17 23:00,7.9,,4.8,69,
108,서울,2022-03-18 00:00,7.8,0,4.9,69,
108,서울,2022-03-18 01:00,7.2,,5.9,72,
108,서울,2022-03-18 02:00,7.1,,5.4,72,
108,서울,2022-03-18 03:00,7.1,0,4.6,70,
108,서울,2022-03-18 04:00,7.1,,4.5,68,
108,서울,2022-03-18 05:00,7.2,,5,65,
108,서울,2022-03-18 06:00,7.2,0,5,66,
108,서울,2022-03-18 07:00,6.8,,6.5,69,0
108,서울,2022-03-18 08:00,6.8,,4.3,68,.07
108,서울,2022-03-18 09:00,7.3,,4.4,65,.24
108,서울,2022-03-18 10:00,8.4,,4.7,59,.54
108,서울,2022-03-18 11:00,8.8,,3.8,57,.63
108,서울,2022-03-18 12:00,9.3,,4.3,55,.8
108,서울,2022-03-18 13:00,9.4,,4.5,56,.75
108,서울,2022-03-18 14:00,9.3,,2.7,56,.39
108,서울,2022-03-18 15:00,9.3,0,5.3,54,.57
108,서울,2022-03-18 16:00,9,,4,52,.49
108,서울,2022-03-18 17:00,8.7,,4.3,53,.39
108,서울,2022-03-18 18:00,8,,3.8,55,.25
108,서울,2022-03-18 19:00,7.1,,4.7,56,.05
108,서울,2022-03-18 20:00,6.6,,3.4,58,
108,서울,2022-03-18 21:00,6,,5.2,59,
108,서울,2022-03-18 22:00,5.8,,3.8,62,
108,서울,2022-03-18 23:00,5.7,,4.3,61,
108,서울,2022-03-19 00:00,5.5,,4.7,62,
108,서울,2022-03-19 01:00,5.3,,4.5,64,
108,서울,2022-03-19 02:00,5.2,,3.3,64,
108,서울,2022-03-19 03:00,4.5,.2,3,77,
108,서울,2022-03-19 04:00,3.1,,3.8,89,
108,서울,2022-03-19 05:00,2.4,,3.1,93,
108,서울,2022-03-19 06:00,1.4,5.3,3.4,95,
108,서울,2022-03-19 07:00,1.1,,4,97,0
108,서울,2022-03-19 08:00,1.1,,4.2,98,.03
108,서울,2022-03-19 09:00,1.1,4.5,3.9,98,.09
108,서울,2022-03-19 10:00,1.2,,2.9,98,.15
108,서울,2022-03-19 11:00,1.5,,2.9,98,.32
108,서울,2022-03-19 12:00,2,4.6,2.7,97,.46
108,서울,2022-03-19 13:00,3.3,,3.5,96,.74
108,서울,2022-03-19 14:00,4.8,,3.8,89,.92
108,서울,2022-03-19 15:00,5.2,0,2.6,82,.73
108,서울,2022-03-19 16:00,6,,2,77,.69
108,서울,2022-03-19 17:00,6,,2.7,78,.44
108,서울,2022-03-19 18:00,6,,1.5,74,.32
108,서울,2022-03-19 19:00,5.6,,1.7,78,.04
108,서울,2022-03-19 20:00,5.3,,1.1,77,
108,서울,2022-03-19 21:00,4.5,,3.1,74,
108,서울,2022-03-19 22:00,3.6,,1.7,74,
108,서울,2022-03-19 23:00,2.9,,2,75,
108,서울,2022-03-20 00:00,2.8,,1.5,80,
108,서울,2022-03-20 01:00,3.1,,1.1,82,
108,서울,2022-03-20 02:00,3.6,,1.1,84,
108,서울,2022-03-20 03:00,3.9,0,.5,85,
108,서울,2022-03-20 04:00,4,,1.6,87,
108,서울,2022-03-20 05:00,4,,.8,84,
108,서울,2022-03-20 06:00,4,0,1.4,85,
108,서울,2022-03-20 07:00,4.1,,1.8,87,0
108,서울,2022-03-20 08:00,4.2,,2.3,88,.12
108,서울,2022-03-20 09:00,5,,2.1,86,.41
108,서울,2022-03-20 10:00,5.6,,4,76,.71
108,서울,2022-03-20 11:00,6.6,,2.3,70,1.49
108,서울,2022-03-20 12:00,7.9,0,3,58,2.23
108,서울,2022-03-20 13:00,7.6,,2.8,58,1.65
108,서울,2022-03-20 14:00,8.9,,2.3,49,2.1
108,서울,2022-03-20 15:00,9,,4.3,44,2.49
108,서울,2022-03-20 16:00,9.1,,4.1,42,2.26
108,서울,2022-03-20 17:00,8.4,,4.4,45,1.49
108,서울,2022-03-20 18:00,7.2,,2.8,52,.7
108,서울,2022-03-20 19:00,5.5,,2.6,52,.11
108,서울,2022-03-20 20:00,4.7,,3.4,59,
108,서울,2022-03-20 21:00,3.9,,2.2,63,
108,서울,2022-03-20 22:00,3.4,,2.6,62,
108,서울,2022-03-20 23:00,2.8,,2.2,54,
108,서울,2022-03-21 00:00,2.2,,2.1,56,
108,서울,2022-03-21 01:00,1.2,,.8,60,
108,서울,2022-03-21 02:00,.8,,2,64,
108,서울,2022-03-21 03:00,.7,,1.2,65,
108,서울,2022-03-21 04:00,.3,,1.5,68,
108,서울,2022-03-21 05:00,.1,,1.5,63,
108,서울,2022-03-21 06:00,-.1,,.7,64,
108,서울,2022-03-21 07:00,-.3,,1.1,67,.02
108,서울,2022-03-21 08:00,.3,,1.9,66,.29
108,서울,2022-03-21 09:00,3.3,,2.7,56,1.11
108,서울,2022-03-21 10:00,5.3,,2.9,50,1.73
108,서울,2022-03-21 11:00,7.3,,1.3,43,2.5
108,서울,2022-03-21 12:00,8.7,,1.9,39,2.42
108,서울,2022-03-21 13:00,9.8,,2.2,34,2.62
108,서울,2022-03-21 14:00,10.7,,2.2,29,2.52
108,서울,2022-03-21 15:00,9.8,,2.9,32,1.59
108,서울,2022-03-21 16:00,8.8,,3.6,39,1.01
108,서울,2022-03-21 17:00,7.8,,3.5,38,.53
108,서울,2022-03-21 18:00,7.1,,3,43,.3
108,서울,2022-03-21 19:00,6.4,,2.8,39,.05
108,서울,2022-03-21 20:00,6.2,,2.8,39,
108,서울,2022-03-21 21:00,5.7,,4.4,46,
108,서울,2022-03-21 22:00,5.4,,4.9,43,
108,서울,2022-03-21 23:00,5.1,,2.6,48,
108,서울,2022-03-22 00:00,4.6,,3,51,
108,서울,2022-03-22 01:00,4.1,,2.3,54,
108,서울,2022-03-22 02:00,3.7,,2,56,
108,서울,2022-03-22 03:00,2.8,,1.2,58,
108,서울,2022-03-22 04:00,2.2,,1.3,61,
108,서울,2022-03-22 05:00,1.9,,2.5,60,
108,서울,2022-03-22 06:00,1.4,,1.9,60,
108,서울,2022-03-22 07:00,1.2,,.9,59,.01
108,서울,2022-03-22 08:00,2.2,,.7,60,.39
108,서울,2022-03-22 09:00,4.4,,2.6,56,1.16
108,서울,2022-03-22 10:00,6.4,,1.5,52,1.94
108,서울,2022-03-22 11:00,8.8,,3.1,48,2.52
108,서울,2022-03-22 12:00,10.2,,1.7,42,2.87
108,서울,2022-03-22 13:00,11.4,,2.1,37,3.04
108,서울,2022-03-22 14:00,12.6,,2.2,27,2.91
108,서울,2022-03-22 15:00,12.9,,2.3,29,2.71
108,서울,2022-03-22 16:00,13.2,,2.7,29,2.07
108,서울,2022-03-22 17:00,12.6,,1.1,28,1.4
108,서울,2022-03-22 18:00,11.8,,2.3,31,.59
108,서울,2022-03-22 19:00,9.4,,4,50,.1
108,서울,2022-03-22 20:00,8.1,,4,58,
108,서울,2022-03-22 21:00,7.2,,3,56,
108,서울,2022-03-22 22:00,6.4,,1.4,56,
108,서울,2022-03-22 23:00,6.5,,2.6,57,
108,서울,2022-03-23 00:00,6,,.5,59,
108,서울,2022-03-23 01:00,5.4,,1.3,59,
108,서울,2022-03-23 02:00,5.3,,2.2,60,
108,서울,2022-03-23 03:00,5.5,,1,61,
108,서울,2022-03-23 04:00,5.4,,2.2,66,
108,서울,2022-03-23 05:00,5,,.7,67,
108,서울,2022-03-23 06:00,5,,2,67,
108,서울,2022-03-23 07:00,5,,2.1,68,0
108,서울,2022-03-23 08:00,5.2,,1.5,69,.07
108,서울,2022-03-23 09:00,5.6,,2.9,68,.26
108,서울,2022-03-23 10:00,6.5,,2.5,68,.69
108,서울,2022-03-23 11:00,7.1,,2.9,62,.99
108,서울,2022-03-23 12:00,7.1,,3.7,46,.78
108,서울,2022-03-23 13:00,6.9,,3.5,41,.5
108,서울,2022-03-23 14:00,7.3,,3.6,43,.86
108,서울,2022-03-23 15:00,7.5,,2.8,43,.89
108,서울,2022-03-23 16:00,7.8,,2.4,48,.82
108,서울,2022-03-23 17:00,7.4,,3,50,.81
108,서울,2022-03-23 18:00,6.7,,2.9,54,.32
108,서울,2022-03-23 19:00,6.3,,2.9,61,.06
108,서울,2022-03-23 20:00,6.3,,2.7,61,
108,서울,2022-03-23 21:00,6.2,,1.6,58,
108,서울,2022-03-23 22:00,6.1,,2.4,56,
108,서울,2022-03-23 23:00,6.1,,2.6,54,
108,서울,2022-03-24 00:00,6,,3,57,
108,서울,2022-03-24 01:00,6,,2.1,59,
108,서울,2022-03-24 02:00,5.5,,2.6,66,
108,서울,2022-03-24 03:00,4.8,,1.2,70,
108,서울,2022-03-24 04:00,4.4,,1.5,76,
108,서울,2022-03-24 05:00,3.9,,1.3,78,
108,서울,2022-03-24 06:00,4.4,,1.7,79,
108,서울,2022-03-24 07:00,5,,1.3,78,0
108,서울,2022-03-24 08:00,5.5,,1.7,75,.06
108,서울,2022-03-24 09:00,6.1,,2,73,.16
108,서울,2022-03-24 10:00,6.6,,1,73,.23
108,서울,2022-03-24 11:00,7.3,,1.8,71,.29
108,서울,2022-03-24 12:00,7.8,,1.2,70,.36
108,서울,2022-03-24 13:00,8.6,,1.1,70,.47
108,서울,2022-03-24 14:00,10,,1.1,66,.94
108,서울,2022-03-24 15:00,12.4,,2.9,63,1.86
108,서울,2022-03-24 16:00,12.2,,3.6,64,1.02
108,서울,2022-03-24 17:00,12.3,,2.5,62,.63
108,서울,2022-03-24 18:00,12.1,,1.9,65,.28
108,서울,2022-03-24 19:00,11.1,,2.6,69,.04
108,서울,2022-03-24 20:00,10.1,,2.1,71,
108,서울,2022-03-24 21:00,9.4,,1.1,71,
108,서울,2022-03-24 22:00,9.1,,1.4,74,
108,서울,2022-03-24 23:00,8.9,,.2,75,
108,서울,2022-03-25 00:00,8.6,,1,74,
108,서울,2022-03-25 01:00,8.2,,2.2,76,
108,서울,2022-03-25 02:00,7.6,,1.1,76,
108,서울,2022-03-25 03:00,7.1,,2.2,80,
108,서울,2022-03-25 04:00,6.7,,1.7,81,
108,서울,2022-03-25 05:00,6.5,,1.3,80,
108,서울,2022-03-25 06:00,6.3,,2.1,81,
108,서울,2022-03-25 07:00,6.6,,2.5,81,.02
108,서울,2022-03-25 08:00,7.8,,2.3,78,.35
108,서울,2022-03-25 09:00,9.6,,2.4,71,.84
108,서울,2022-03-25 10:00,11.8,,2.3,62,1.42
108,서울,2022-03-25 11:00,12.7,,3,60,1.05
108,서울,2022-03-25 12:00,13.9,,2.7,54,1.03
108,서울,2022-03-25 13:00,15.4,,2.1,48,1.29
108,서울,2022-03-25 14:00,16.3,,2.5,50,1.06
108,서울,2022-03-25 15:00,17,,2,51,.79
108,서울,2022-03-25 16:00,17.2,,1.5,50,.47
108,서울,2022-03-25 17:00,17.2,,1.4,52,.45
108,서울,2022-03-25 18:00,17.1,,2.6,52,.26
108,서울,2022-03-25 19:00,16.4,,2.8,54,.03
108,서울,2022-03-25 20:00,15.4,,3.6,62,
108,서울,2022-03-25 21:00,13,2.6,4.4,74,
108,서울,2022-03-25 22:00,11.7,,4.3,90,
108,서울,2022-03-25 23:00,11.4,,5.4,95,
108,서울,2022-03-26 00:00,11.6,8.3,4.6,97,
108,서울,2022-03-26 01:00,11.9,,4,98,
108,서울,2022-03-26 02:00,12.1,,3.3,98,
108,서울,2022-03-26 03:00,12.4,6.7,3,98,
108,서울,2022-03-26 04:00,12.5,,2.8,99,
108,서울,2022-03-26 05:00,12.5,,1.6,100,
108,서울,2022-03-26 06:00,12.7,9.9,.9,99,
108,서울,2022-03-26 07:00,12.6,,5.1,95,0
108,서울,2022-03-26 08:00,10.6,,5,96,.02
108,서울,2022-03-26 09:00,9.7,2,2.6,96,.06
108,서울,2022-03-26 10:00,9.5,,3.4,98,.26
108,서울,2022-03-26 11:00,10.1,,2.4,91,1.1
108,서울,2022-03-26 12:00,10.7,1.2,3.2,89,.8
108,서울,2022-03-26 13:00,10.6,,2.4,92,.53
108,서울,2022-03-26 14:00,11.4,,2.6,89,.61
108,서울,2022-03-26 15:00,12.9,0,2.6,83,.91
108,서울,2022-03-26 16:00,13.7,,1.8,78,.84
108,서울,2022-03-26 17:00,14.5,,3.5,69,.79
108,서울,2022-03-26 18:00,14.4,,3.6,66,.41
108,서울,2022-03-26 19:00,12.9,,3.4,73,.06
108,서울,2022-03-26 20:00,12.1,,3.4,72,
108,서울,2022-03-26 21:00,11.6,,2.9,57,
108,서울,2022-03-26 22:00,10.5,,1.2,55,
108,서울,2022-03-26 23:00,10.1,,2.4,58,
108,서울,2022-03-27 00:00,9.6,,1.8,59,
108,서울,2022-03-27 01:00,8.7,,1.9,58,
108,서울,2022-03-27 02:00,7.9,,1.1,64,
108,서울,2022-03-27 03:00,7.1,,1.5,67,
108,서울,2022-03-27 04:00,6.4,,1,71,
108,서울,2022-03-27 05:00,5.9,,1.6,74,
108,서울,2022-03-27 06:00,5.8,,2.5,73,
108,서울,2022-03-27 07:00,5.4,,2.6,79,.04
108,서울,2022-03-27 08:00,6,,2.3,76,.45
108,서울,2022-03-27 09:00,7.8,,3.4,71,1.24
108,서울,2022-03-27 10:00,9.5,,3.2,65,1.88
108,서울,2022-03-27 11:00,10.5,,3.5,48,2.39
108,서울,2022-03-27 12:00,11,,4.6,46,2.03
108,서울,2022-03-27 13:00,11.7,,5.1,46,3.09
108,서울,2022-03-27 14:00,12,,6.3,42,3.03
108,서울,2022-03-27 15:00,12.1,,4.7,35,2.9
108,서울,2022-03-27 16:00,11.7,,4.9,29,2.4
108,서울,2022-03-27 17:00,9.7,,7,23,1.73
108,서울,2022-03-27 18:00,9,,5.1,29,.88
108,서울,2022-03-27 19:00,7.7,,2.6,33,.17
108,서울,2022-03-27 20:00,7,,3,34,
108,서울,2022-03-27 21:00,6.5,,2.5,34,
108,서울,2022-03-27 22:00,5.7,,1.4,34,
108,서울,2022-03-27 23:00,5.4,,2.2,37,
108,서울,2022-03-28 00:00,5.1,,2.4,38,
108,서울,2022-03-28 01:00,5,,4,42,
108,서울,2022-03-28 02:00,4.4,,1.9,45,
108,서울,2022-03-28 03:00,3.9,,2.9,46,
108,서울,2022-03-28 04:00,3,,.6,48,
108,서울,2022-03-28 05:00,2.3,,.7,48,
108,서울,2022-03-28 06:00,1.7,,1.2,52,
108,서울,2022-03-28 07:00,1.6,,1.9,51,.06
108,서울,2022-03-28 08:00,3.4,,1.9,53,.59
108,서울,2022-03-28 09:00,6.5,,1.9,42,1.46
108,서울,2022-03-28 10:00,9,,2.1,30,2.1
108,서울,2022-03-28 11:00,11.3,,1.5,24,2.8
108,서울,2022-03-28 12:00,12.1,,3.6,22,3.23
108,서울,2022-03-28 13:00,13.3,,2.1,17,3.38
108,서울,2022-03-28 14:00,14,,2.6,19,3.29
108,서울,2022-03-28 15:00,14.7,,2.5,17,2.91
108,서울,2022-03-28 16:00,15.1,,2.2,19,2.34
108,서울,2022-03-28 17:00,13.9,,2.9,21,1.63
108,서울,2022-03-28 18:00,12.7,,3.7,29,.77
108,서울,2022-03-28 19:00,10.8,,3.7,36,.15
108,서울,2022-03-28 20:00,9.3,,2.3,34,
108,서울,2022-03-28 21:00,8.2,,1.6,39,
108,서울,2022-03-28 22:00,7.5,,2,40,
108,서울,2022-03-28 23:00,6.9,,2.2,35,
108,서울,2022-03-29 00:00,5.7,,.1,38,
108,서울,2022-03-29 01:00,5.2,,0,44,
108,서울,2022-03-29 02:00,4.5,,1,47,
108,서울,2022-03-29 03:00,4.3,,.9,50,
108,서울,2022-03-29 04:00,3.8,,1.9,50,
108,서울,2022-03-29 05:00,3.5,,2.3,55,
108,서울,2022-03-29 06:00,3.3,,2,58,
108,서울,2022-03-29 07:00,3.5,,1.1,61,.05
108,서울,2022-03-29 08:00,5.1,,2.5,56,.54
108,서울,2022-03-29 09:00,8,,1.9,49,1.32
108,서울,2022-03-29 10:00,10.8,,2.9,47,2.04
108,서울,2022-03-29 11:00,12.5,,3.3,49,2.68
108,서울,2022-03-29 12:00,13.9,,2.9,42,3.08
108,서울,2022-03-29 13:00,14.4,,3.7,41,3.21
108,서울,2022-03-29 14:00,15.2,,3.8,41,3.11
108,서울,2022-03-29 15:00,14.8,,3.7,44,2.74
108,서울,2022-03-29 16:00,15.3,,3.3,37,2.26
108,서울,2022-03-29 17:00,14.9,,3.5,44,1.54
108,서울,2022-03-29 18:00,13.9,,2.7,48,.62
108,서울,2022-03-29 19:00,12.4,,2.1,54,.13
108,서울,2022-03-29 20:00,11.1,,2.2,60,
108,서울,2022-03-29 21:00,10.5,,1.7,62,
108,서울,2022-03-29 22:00,10,,1.3,64,
108,서울,2022-03-29 23:00,9.4,,.6,65,
108,서울,2022-03-30 00:00,8.9,,.8,70,
108,서울,2022-03-30 01:00,8.5,,1,73,
108,서울,2022-03-30 02:00,7.9,,.9,76,
108,서울,2022-03-30 03:00,7.4,,1.1,77,
108,서울,2022-03-30 04:00,7,,2.3,77,
108,서울,2022-03-30 05:00,6.5,,2.5,80,
108,서울,2022-03-30 06:00,6,,2.3,81,
108,서울,2022-03-30 07:00,6.1,,1.6,83,.05
108,서울,2022-03-30 08:00,8.2,,2.3,78,.53
108,서울,2022-03-30 09:00,9.7,,2,70,.58
108,서울,2022-03-30 10:00,12.1,,3.4,62,1.21
108,서울,2022-03-30 11:00,13.8,,2,56,1.46
108,서울,2022-03-30 12:00,15.5,,2.3,51,1.85
108,서울,2022-03-30 13:00,15.1,,.7,54,.69
108,서울,2022-03-30 14:00,13.4,,2.5,73,.35
108,서울,2022-03-30 15:00,12.9,.4,2.3,80,.28
108,서울,2022-03-30 16:00,12.7,,1.6,83,.34
108,서울,2022-03-30 17:00,12.7,,2.6,81,.17
108,서울,2022-03-30 18:00,12.4,0,1.3,80,.1
108,서울,2022-03-30 19:00,12.4,,1.7,86,.03
108,서울,2022-03-30 20:00,11.9,,1.7,85,
108,서울,2022-03-30 21:00,11.6,,1,86,
108,서울,2022-03-30 22:00,11.3,,2.5,88,
108,서울,2022-03-30 23:00,11.1,,2.7,88,
